First Name,Last Name,COMMCODE,TRADECODE,ADDRESS,PHONE,EMAIL
BRIGHT FAME INTERNATIONAL,CHILLIES             CUMIN                FENNEL               OTHER SEEDS         ,D,B836,"142TIRUPATI MARKET ,VISNAGAR, MEHSANA ,GUJARAT  Pin:384315",9825121706,brightfame@live.in
SHARMILI  SPICES  PRIVATE  LIMITED,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,D,S1331,"638 AVIORNIRMAL GALAXY ,MUMBAI ,MAHARASHTRA  Pin:400080",9869626364,info@indspices.com
DEEPAK TRADING COMPANY,CHILLIES            ,D,D540,"110, YOGESHWAR BUILDING135 ,KAZI SYED STREET ,MUMBAI ,MAHARASHTRA  Pin:400 003",9821049976,chawlaworld@hotmail.com
GANESH INDUSTRIES,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE,D,G446,"329, NAHAR GARH ROADCHANDPOLE BAZAR ,JAIPUR ,RAJASTHAN  Pin:302 001",9829066031,ganeshexim@gmail.com
S.B.IMPEX,CHILLIES            ,D,S1964,"FLAT NO.501TIRUMALA PALACE APRTS  5TH LANE ,GUNTUR ,ANDHRA PRADESH  Pin:522006",8179318635,sbimpex1@gmail.com
PAPRIKA OLEOS (INDIA) LIMITED,CHILLIES             TURMERIC             SPICE OILS & OLEORES,D,P313,"36M C CHIDAMBARA NADAR STREET , ,TAMIL NADU  Pin:626 001",9865941789,paprikaoleos@gmail.com
SUNIL ENTERPRISES,CHILLIES            ,D,S1323,"D  NO  25-16-179/6SUNIL ENTERPRISES ,GUNTUR ,ANDHRA PRADESH  Pin:522004",9848134417,sunilperiwal@rocketmail.com
CHILLITO FOODS,CHILLIES             CORIANDER            CURRY POWDER        ,D,C636,"104, RAJ MAHALBAJAJ ROAD ,MUMBAI ,MAHARASHTRA  Pin:400067",9820697617,info@chillitofoods.com
SPICES & MORE,CHILLIES             TURMERIC             CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS         ,D,S1832,"96DHARAMJYOT ,MUMBAI ,MAHARASHTRA  Pin:400 003",9820128050,bhavan@bom3.vsnl.net.in
GANAPATI CHILLIES TRADERS,CHILLIES            ,D,G825,"D  NO  24-9-114R  AGRAHARAM , ,ANDHRA PRADESH  Pin:522003",9393164731,gctguntur@gmail.com
RAJ EXIM,CHILLIES            ,D,R1093,"NO.3, BALAJI STREETM.G.M. NAGAR ,MADURAI ,TAMIL NADU  Pin:625 012",9842109054,rajan@rajexim.com
INDIAN CHILLIES PRODUCTS COMPANY LIMITED,CHILLIES             TURMERIC             SPICE OILS & OLEORES,D,I218,"33M.C.CHIDAMBARA ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626 001",9942460624,indianchilliesproducts@gmail.com
DHAVAL AGRI EXPORTS LLP,CHILLIES             CUMIN                FENNEL              ,D,D629,"A-75NEW MARKET YARD VILLAGE BEDI ,RAJKOT ,GUJARAT  Pin:360003",9824250505,info@dhavalagri.com
S K. MUNDHRA,CHILLIES            ,D,M290,"48,NETAJI SUBHAS ROAD, ,KOLKATA ,WEST BENGAL  Pin:700 001",8444064800,skmundhra2008@gmail.com
UNICORN NATURAL PRODUCTS  LTD.,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE SPICE OILS & OLEORES,D,U176,"UNICORN HOUSE, PLOT NO3,BALAJI ENCLAVE NEAR GUN ROCK ,SECUNDERABAD ,TELANGANA  Pin:500009",9177270234,spices@unicornnature.com
HINDUSTAN GLOBAL,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,D,H340,"OFFICE NO.103, PLOT NO.1ASECTOR 19-C, VASHI ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 705",09820071885,hindglobal@vsnl.net
SAMBROS TEX GLOBAL LTD,CHILLIES            ,D,S1264,"126SASTRI ROAD ,COIMBATORE ,TAMIL NADU  Pin:641009",9952223377,sambrostex@gmail.com
VIJAYKUMAR & CO.,CHILLIES            ,D,V075,"D-56, MUDI BAZAAR,APMC MASALA MKT-1, ,NAVI MUMBAI. ,MAHARASHTRA  Pin:400 703",09321020700,seabridge1953@gmail.com
SAI SIDDHI IMPEX,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,D,SG16,"38 Kesar Buiding, 3rd Floor,211 Shamaldas Gandhi Marg, ,Mumbai ,MAHARASHTRA  Pin:400002",9833256609,saisiddhiexport@gmail.com
JOY INTERNATIONAL,CHILLIES            ,D,J098,"193RD FLOOR, ROOM NO.5 ,KOLKATA ,WEST BENGAL  Pin:700001",09830071446,joyintl@rediffmail.com
GROVER SONS,CHILLIES             TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS         ,D,G064,"96DHARAMJYOT BLDG ,MUMBAI ,MAHARASHTRA  Pin:400 003",9820128050,bhavan@bom3.vsnl.net.in
MULJI DEVSHI &#38 COMPANY,CHILLIES             GINGER               TURMERIC             FENNEL               NUTMEG/MACE,D,M727,"542, RED CROSS ROAD ,VALSAD ,GUJARAT  Pin:396050",9892362550,info@muljidevshi.com
ASHOK MAJUMDAR,CHILLIES            ,D,A1589,"P.O. & P.S. - BHAKTINAGAR SREE NAGAR CO ,DIST. - JALPAIGURI ,WEST BENGAL  Pin:734007",8609887338,majumder1985ashok@gmail.com
ORCHID INTERNATIONAL,CHILLIES             TURMERIC            ,D,O134,"4/26 ,KOLKATA ,WEST BENGAL  Pin:700040",9831498656,ghosh.orchidinternational@gmail.com
RAJ EXPORTERS,CHILLIES             TURMERIC            ,D,R545,"3/314C   N  RENGANAYAGI ILLAMRAMAIYANKADU ROAD ,SALEM ,TAMIL NADU  Pin:636201",09344469168,rajexporters94@gmail.com
ARAVIND MILK FOODS PVT LTD,CHILLIES            ,D,A2480,"SF NO 542/5ARVIND GARDENS ,KARUR ,TAMIL NADU  Pin:639002",8807700099,customercare@aravindmilkfoods.com
GOODWILL INTERNATIONAL,CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,D,G829,"B-505, PLOT NO.14MERCHANT CENTRE,  SECTOR-19 ,GRAIN MARKET,VASHI,  NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9320056222,ajitdugad14@yahoo.com
NOVA IMPEX,CHILLIES             TURMERIC             CORIANDER            CUMIN                CURRY POWDER        ,D,N328,"19BODKE BUILDING ,MUMBAI ,MAHARASHTRA  Pin:400080",9930949911,novaimpex@vsnl.com
SPICE TILLERS AND COMPANY,CHILLIES            ,D,S2477,"291VISWANATHAM ROAD  FIRST FLOOR ,SIVAKASI ,TAMIL NADU  Pin:626123",9942460624,spicetillersandco@gamil.com
VNS IMPORTS AND EXPORTS,CHILLIES            ,D,V858,"84/1   IIIRD FLOORSR ENCLAVE ,CHENNAI ,TAMIL NADU  Pin:600001",9444029224,lakshmi@mfslogistics.in
MBM TRADE LINK PVT LTD,CHILLIES             FENNEL              ,D,M1191,"M-1 100/104GORADIA HOUSE ,MUMBAI ,MAHARASHTRA  Pin:400003",9819015715,info@mbmtradelink.com
NOVAS IMPEX,CHILLIES             TURMERIC             CORIANDER            CUMIN                CURRY POWDER        ,D,N522,"57/59,GARUD CHAMBERS, GROUND FLR ,MASJID BUNBER ,MAHARASHTRA  Pin:400003",9930949918,novasimpex@gmail.com
ABS INTERNATIONAL,CHILLIES            ,D,A1425,"24RAMAN KOVIL STREET ,TIRUNELVELI ,TAMIL NADU  Pin:627 002",9843326422,padmadharsan@gmail.com
VEG INDIA EXPORTS,CHILLIES            ,D,V238,"NO.53/2PRAVISH PLAZA, KARUR BYE PASS ROAD ,ERODE ,TAMIL NADU  Pin:638 002",9500989946,vegnet@tasteefoods.com
AHIRKAR INTERNATIONAL,CHILLIES             TURMERIC             CUMIN               ,D,A2423,"AHIRKAR COMPLEXPANCHPAOLI ROAD, DAGA HOSPITAL SQUARE, ,NAGPUR ,MAHARASHTRA  Pin:440002",8806063436,snehaahirkar@gmail.com
BISHAL ENTERPRISE,CHILLIES             GARLIC              ,D,B580,"ROY VILLAEAST KHIDIRPUR, P.O.KHIDIRPUR ,DAKSHIN DINAJPUR ,WEST BENGAL  Pin:733 103",9434058207,bishal114@yahoo.com
RAJAHRANI IMPEX PRIVATE LIMITED,CHILLIES             TURMERIC            ,D,R1263,"NO. F1/ASIDCO INDUSTRIAL ESTATE ,MADURAI ,TAMIL NADU  Pin:625007",9842139080,raja@rajaraniimpex.com
POPAT RAJA &#38 SONS,CHILLIES             TURMERIC             CORIANDER            CUMIN                TAMARIND             CURRY POWDER        ,D,P582,"UNIT NO.111, 1ST FLOORA-2, SHAH & NAHAR INDL ESTATE ,LOWER PAREL (W), MUMBAI ,MAHARASHTRA  Pin:400 013",9820020672,accounts@gutkafoodexports.com
DANI FOODS INDIA,CHILLIES             TURMERIC             FENUGREEK            GARLIC              ,D,D603,"D/501, VRAJ VIHAR-8NEAR AUDA LAKE ,SATELLITE, AHMEDABAD ,GUJARAT  Pin:380015",9677847353,abhishek@danifoodsindia.com
VAIGHAI AGRO PRODUCTS LIMITED,CHILLIES            ,D,V881,"39 BVAIGHAI HOUSE ,MADURAI ,TAMIL NADU  Pin:625020",9443312065,pounraj@vaighaiagro.com
BRAHMINS FOODS INDIA PVT.LTD,CHILLIES             TURMERIC             CORIANDER           ,D,B696,"IX/584MINI INDUSTRIAL ESTATE ROAD ,THODUPUZHA, IDUKKI DIST ,KERALA  Pin:685608",9446868800,export@brahminsgroup.com
SUPRIYA CORN PRODUCTS PVT LTD,CHILLIES             GINGER               TURMERIC             CUMIN                FENNEL              ,D,S2623,"3/3/83, FLAT NO. 401SILVER OAK APARTMENT ,HYDERABAD ,TELANGANA  Pin:500027",9948012912,info@chowdharyspices.com
LAXMICHAND DAYABHAI (EXPORT) CO,CHILLIES             GINGER               TURMERIC             CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE,D,L020,"512 / 16REWA CHAMBERS,5TH FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400 020",9820084434,ldexportco@gmail.com
CREDENCE AGRI COMMODITIES SOLUTIONS PVT LTD,CHILLIES             CUMIN                FENUGREEK            GARLIC              ,D,C536,"MUN. NO. 11/1/24NR RAILWAY CROSSING, BESIDE UMIYA HOTEL ,UNJHA ,GUJARAT  Pin:384170",9825406282,info@credenceagri.com
VICTORIAFALLS INGREDIENTS PRIVATE LIMITED,CHILLIES             FENUGREEK           ,D,V940,"FLAT NO. A/603 HIMALIYA SKY'S ,BHAVNAGAR ,GUJARAT  Pin:364002",9979194848,amit@victoriafood.in
SHIVARAJA IMPEX COMPANY,CHILLIES             CURRY POWDER        ,D,S1072,"182/1AKATTAYAPURAM ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626001",9443153735,shimco.india@gmail.com
ARYAN INTERNATIONAL,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS         ,D,A907,"D-184FREEDOM FIGHTERS ENCLAVE ,NEW DELHI ,DELHI  Pin:110068",9818362646,info@aryanint.com
SABI FOODS (INDIA) PVT.LTD,CHILLIES             CURRY POWDER        ,D,S1635,"SURVEY NO.95/2,PADUNELLI VILLAGESOHANDI ROAD, ,KANCHEEPURAM TALUK & DISTRICT ,TAMIL NADU  Pin:631502",9003073829,ceo.sabiindia@gmail.com
ABHI TRADERS,CHILLIES             GINGER               TURMERIC             GARLIC              ,D,A2758,"120N.S. AVENUE, MAYFAIR PLAZA ,SERAMPORE ,WEST BENGAL  Pin:712201",9874019509,milanvora65@gmail.com
SPICES EXPORT COMPANY,CHILLIES             CELERY              ,D,S141,"33   M.C. CHIDAMBARA NADAR STREET ,Virudhunagar ,TAMIL NADU  Pin:626001",9942460624,spicesexportco@gamil.com
SUNKO SPICES,CHILLIES             TURMERIC             CORIANDER           ,D,S3139,"V/621 ADP VELAKKODE ,THRISSUR ,KERALA  Pin:680541",9447971300,sunkospices@gmail.com
HEMU EXPORTS,CHILLIES             TAMARIND            ,D,H027,"34/38,  MASTER BUILDINGCHANA STREET, BORA BAZAR ,MUMBAI ,MAHARASHTRA  Pin:400 001",9820054067,hemuexp007@gmail.com
WILSON ENTERPRISES,CHILLIES            ,D,W101,"85/129LLOYDS ROAD ,CHENNAI ,TAMIL NADU  Pin:600 014",9382111130,wiltrade.chennai1@gmail.com
VIKRAM GLOBAL COMMODITIES PVT LTD,CHILLIES            ,D,V992,"NO.230NAGARJUNA HIG-A,5TH PHASE, III FLOOR ,BANGALORE ,KARNATAKA  Pin:560064",9444971144,svraghunathan@yahoo.com
SHREE RIDDHIMA MERCHANTILE PVT LTD,CHILLIES             CUMIN               ,D,S2498,"A/22CRYSTAL II ,MUMBAI ,MAHARASHTRA  Pin:400071",9820646157,mhjnkiran@gmail.com
WYNAD EXPORTS,CHILLIES            ,D,W073,"340-APULIMOOTTIL BUILDING ,PATHANAMTHITTA ,KERALA  Pin:689 641",9544303890,wynadexpo@gmail.com
N R S TRADERS,CHILLIES            ,D,N904,"S.NO.57/3A2NRS ,THIRUVALLUR ,TAMIL NADU  Pin:602024",9710200470,nrstradersindia@gmail.com
AACHI MASALA FOODS PVT.LTD,CHILLIES             TURMERIC             OTHER SEEDS          CURRY POWDER        ,D,A1205,"No 1926, 34th StreetI Block, Ishwarya Colony ,CHENNAI ,TAMIL NADU  Pin:600 040",9500125011,exports@aachigroup.com
MURTUZA FOODS PVT. LTD.,CHILLIES             GINGER               TURMERIC             CUMIN                FENUGREEK            OTHER SEEDS          GARLIC              ,D,M644,"NEAR GIDC ESTATE PB NO 17UMANIYAWADAR MAHUA ,MAHUVA ,GUJARAT  Pin:364290",9925766966,mail@murtuzafoods.com
PANKY EXPORT CORPORATION,CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               TAMARIND            ,D,P018,"176/178SHARIFF BUILDING 1ST FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400 009",9820245458,pankyexp@gmail.com
SHARP  EXIMS,CHILLIES            ,D,S2332,"4/7,VIJAYALAKSHMIPURAM ,AMBATTUR,CHENNAI ,TAMIL NADU  Pin:600053",9789999459,sunilapl@rediffmail.com
HEYLANDS EXPORTS (P) LTD,CHILLIES             GINGER               GARLIC               CURRY POWDER        ,D,H084,"NO.8,PERIYA COLONYEXTENSION ROAD,ATHIPET ,CHENNAI ,TAMIL NADU  Pin:600 058",9840990510,heylandsexports@gmail.com
V.P &#38 SONS.,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            CURRY POWDER        ,D,V344,"16/18, B.P.S. PLAZAGROUND FLOOR, DEVIDAYAL ROAD ,MULUND (W), MUMBAI ,MAHARASHTRA  Pin:400080",02225628001,info@vpsons.com
JAY BHARAT SPICES PVT. LTD,CHILLIES             CURRY POWDER        ,D,J976,"1020/ANEW INDUSTRIAL ESTATE ,CUTTACK ,ORISSA  Pin:754200",9437078592,jbspl@bharatmasala.in
VKL SEASONING PRIVATE LIMITED,CHILLIES             TURMERIC             CUMIN                NUTMEG/MACE CURRY POWDER        ,D,V836,"A 401, TTC INDL AREAMIDC, THANE BELAPUR ROAD ,NAVI MUMBAI ,MAHARASHTRA  Pin:400710",9744340111,shipping@vklspices.com
APAR GLOBAL VENTURES,CHILLIES             TURMERIC             CORIANDER           ,D,A2922,"1001, 10TH FLOORHORIZON ,Mumbai ,MAHARASHTRA  Pin:400049",9820024816,info@apargroup.com
K.K. ENTERPRISE,CHILLIES             TURMERIC             CUMIN                CURRY POWDER        ,D,K809,"28/B, CHANGODAR INDUSTRIAL ESTATECHANGODAR ,AHMEDABAD ,GUJARAT  Pin:382 213",9909946232,kkenterprise28@gmail.com
PRAVIN MASALEWALE,CHILLIES             TURMERIC             CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,D,P099,"44PRAVIN MASALEWALE ,PUNE ,MAHARASHTRA  Pin:411 013",9011013620,abhijeet.sapar@suhana.co.in
SHAH INTERNATIONAL EXPORTS INC,CHILLIES             TURMERIC            ,D,S3227,"S No 140 BLOCK NO 257 DHOBI KUVA VILLAGEPADRA JAMBUSA ROAD ,VADODARA ,GUJARAT  Pin:391440",9925041034,shahinternationalexports@gmail.com
INDIAN KISMIS COMPANY,CHILLIES             GINGER               TURMERIC             FENUGREEK            TAMARIND            ,D,I368,"F27, APMC MARKETMASALA MARKET ,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",02227664142,inkismis@yahoo.co.in
ACE FOODS PRIVATE LTD,CHILLIES            ,D,A839,"C30,INDUSTRIAL ESTATE ,MANGALORE ,KARNATAKA  Pin:575008",9945046303,info@acefoodspl.com
AJMAL AGENCY,CHILLIES            ,D,10005,"NEW DOOR NO 114ROSHAN  MANZIL   FIFTH MAIN ROAD ,CHENNAI ,TAMIL NADU  Pin:600035",9884707049,ajmalagency123@gmail.com
AKBAR TRADING COMPANY,CHILLIES            ,D,A2527,"No.6RTC BUILDING ,ARIYALUR ,TAMIL NADU  Pin:621704",9443165072,rtcariyalur@yahoo.com
KOMAL EXOTIC SPICES PVT LTD,CHILLIES            ,D,K1000,"121,SOONA VILLAPERRY CROSS ROAD ,MUMBAI ,MAHARASHTRA  Pin:400050",9820021235,komalexoticspices@gmail.com
PARTH EXPORTS,CHILLIES            ,D,P373,"KRISHNA BHAVAN517 SVP ROAD ,MUMBAI ,MAHARASHTRA  Pin:400004",9820145140,pex1@vsnl.com
NILAMEL EXPORTS,CHILLIES             GINGER               TURMERIC             CORIANDER            GARLIC               CURRY POWDER        ,D,N268,"TC10/94,KILLIYAR GARDENS ,TRIVANDRUM ,KERALA  Pin:695005",9847060305,exportsnilamel@gmail.com
A.G. EXPORTS,CHILLIES             TURMERIC             CORIANDER            CURRY POWDER        ,D,A585,"128,CROWN COURTCATHEDRAL ROAD ,CHENNAI ,TAMIL NADU  Pin:600086",09841016217,agnasirahmed@gmail.com
KBN GENERAL TRADING COMPANY,CHILLIES            ,D,K1072,"1804, THE AMBIENCE COURT18TH FLOOR, PLOT NO.2 ,THANE ,MAHARASHTRA  Pin:400705",8291771771,docs.kbn@gmail.com
IMEX ENTERPRISES,CHILLIES            ,D,I219,"15NOORMAL LOHIA LANE ,KOLKATA ,WEST BENGAL  Pin:700 007",9830067955,imex1976@gmail.com
MOHAMED UMER ABDULLABHAI &#38 SONS,CHILLIES             TURMERIC            ,D,M793,"172-A, SAMUEL STREET ,MUMBAI ,MAHARASHTRA  Pin:400 009",9820126460,eajaz@masons.co.in
BHARAT EXIM &#38 TRADING COMPANY PRIVATE LIMITED,CHILLIES            ,D,B923,"DC. 100 ,KOLKATA ,WEST BENGAL  Pin:700059",9434206618,bharateximin@gmail.com
R.R. ENTERPRISES,CHILLIES             CUMIN               ,D,R1212,"NO. 117SOLAI KRISHNAN STREET   JANAKI NAGAR ,CHENNAI ,TAMIL NADU  Pin:600087",9790952666,vsr.rajinder@gmail.com
PANACEA WORLDWIDE TRADERSS,CHILLIES            ,D,P834,"26C1ST FLOOR ,KUMBAKONAM ,TAMIL NADU  Pin:612001",9094056000,info@panaceafoods.com
HARIHAR FOODS PVT. LTD.,CHILLIES             TURMERIC             CUMIN               ,D,H247,"A/16.MOHAN ESTATENR.ANUPAM THEATRE ,AHMEDABAD ,GUJARAT  Pin:380008",9824081918,shreeganeshmasala@yahoo.com
DELVE CORPORATION,CHILLIES            ,D,D544,"SHOP NO.9, VASANT NAGRISHUBHLAXMI SHOPPING CENTRE ,VASAVI ROAD (E),THANE ,MAHARASHTRA  Pin:401 208",9823445999,delvecorp@gmail.com
R  K   TRADING COMPANY,CHILLIES            ,D,R1275,"16- 10- 1/S/161/C 1ST FLOORSRI KRUPA MARKET MAHABOOB MANSION ,HYDERABAD ,ANDHRA PRADESH  Pin:500036",9397193101,ratnani.sul@gmail.com
ASIAN CONSUMABLES INDIA PRIVATE LIMITED,CHILLIES            ,D,A1616,"NO.3, BALAJI STREETMGM NAGAR, ,MADURAI ,TAMIL NADU  Pin:625012",9842109054,rajan@asianconsumables.com
SHINGOTEX,CHILLIES             FENNEL               TAMARIND            ,D,SA41,"SANAS BUILDING, 3RD FLOORDR.AMBEDKAR ROAD ,MUMBAI ,MAHARASHTRA  Pin:400033",9821032690,email@shingotex.com
JDR Exports,CHILLIES            ,D,J905,"63/10 ,chennai ,TAMIL NADU  Pin:600020",9841054717,jdrexports41@gmail.com
KANNOLY CORPORATION,CHILLIES             CORIANDER           ,D,K904,"10- 1536, NEAR HARITHA NAGAR COLONYTHONDAYAD ,CALICUT ,KERALA  Pin:673017",9847167131,roopeshkannoly@yahoo.co.in
SANJAY VIVEK TRADING CO.,CHILLIES             TURMERIC             CUMIN                FENUGREEK           ,D,S095,"333/337,27 28 MAHAVIR CHAMBER, 4TH FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400003",9820052490,spicerus@bom.vsnl.net.in
SGM CORPORATION,CHILLIES             GINGER               TURMERIC             CUMIN                FENUGREEK            OTHER SEEDS         ,D,S2641,"F2, OFFICE NO. 5SECTOR 4EB , NEAR NEHA HOTEL ,KALAMBOLI, NAVI MUMBAI ,MAHARASHTRA  Pin:410218",9323742752,sgmexim@gmail.com
FENNEL AGRO EXPORTS,CHILLIES             TURMERIC             CURRY POWDER        ,D,F198,"No.36, NEW STREET, ALINJIVAKKAMVADAKARAI POST ,THIRUVALLORE DIST.,  CHENNAI ,TAMIL NADU  Pin:600 052",6381675093,fennelagroexports@gmail.com
SHELLSMYER INTERNATIONAL,CHILLIES             TURMERIC             CORIANDER            CURRY POWDER        ,D,S1972,"NO  4   B-BLOCK 1ST FLOORST PAUL'S COMPLEX ,TRICHY ,TAMIL NADU  Pin:620001",9791408539,info@shellsmyer.co
AKS EXIM INDIA,CHILLIES             TURMERIC            ,D,A1564,"75,  GV COMPLEXCHINNERY VAYALKADU MAIN ROAD ,SALEM ,TAMIL NADU  Pin:636 009",9843036485,aksexim2010@gmail.com
ELITE GREEN PRIVATE LIMITED,CHILLIES             TURMERIC             FENUGREEK            NUTMEG/MACE,D,E407,"A-806, 8th FLOOR,  PRIVILIONB/H ISCON TEMPLE AMBLI BOPAL RD ,AHMEDABAD ,GUJARAT  Pin:380054",9846990117,prabhat@elitegreen.in
KINAL GLOBAL CARE PVT LTD,CHILLIES             GINGER               TAMARIND            ,D,K1624,"FLAT NO 705, PLOT NO 4,BLDG NO 4AMARANTE CHS, SECTOR 9E ,NAVI MUMBAI ,MAHARASHTRA  Pin:410218",9930319222,kinalglobalcare@gmail.com
DURGA CORPORATION,CHILLIES             TURMERIC             CUMIN                FENUGREEK           ,D,D670,"25/26SMALL PLOTS ,MARKET YARD, PATAN ,GUJARAT  Pin:384265",9924290927,d_malani86@yahoo.com
COINS FOODS AND SPICES PVT LTD,CHILLIES             TURMERIC             CORIANDER            CUMIN                OTHER SEEDS          CURRY POWDER        ,D,C235,"28/3060 BCHERUPARAMBATH ,KADAVANTHARA, COCHIN ,KERALA  Pin:682020",9447598912,mail@coinsfoods.com
ALTITUDE EXPORTS,CHILLIES             TURMERIC             CUMIN                FENUGREEK            OTHER SEEDS          GARLIC               CURRY POWDER        ,D,A1629,"T3/204,  NATRAJ ENCLAVE,RBG COMPLEX, NR.JALRAM TEMPLE ,VADODARA ,GUJARAT  Pin:390018",9925006979,altitudeexports@gmail.com
JEERAWALA TRADERS,CHILLIES             TURMERIC             CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,D,J598,"98NEW GUNJ BAZAR ,UNJHA ,GUJARAT  Pin:384 170",9825393124,hemu.bhuta@gmail.com
KEVENTER AGRO LIMITED,CHILLIES             TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS         ,D,K853,"34/1 ,KOLKATA ,WEST BENGAL  Pin:700027",9836269700,opmundra@keventer.com
SR INTERNATIONAL,CHILLIES             TURMERIC             CORIANDER            CURRY POWDER        ,D,S3134,"NO. 45 UTHIRA NORTH STREETNEAR RAJ VIDYALAYA SCHOOL  KUTTALAM ,KUTTALAM ,TAMIL NADU  Pin:609801",9042858493,kssraaja2000@yahoo.co.in
SETHI INTERNATIONAL,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,D,S2084,"H.NO.178STREET NO 10 ,HOSHIARPUR ,PUNJAB  Pin:146001",7837907860,sethiinternational786@gmail.com
CLASSIC INTERNATIONAL,CHILLIES             CUMIN                FENNEL               OTHER SEEDS         ,D,C334,"6IMPERIAL COMPLEX ,CHENNAI ,TAMIL NADU  Pin:600008",9381037885,classic.intl29@gmail.com
Lunar Agro chemicals,CHILLIES            ,D,L932,"SHOP NO. 53MUNICIPALITY MARKET ,TINSUKIA ,ASSAM  Pin:786125",9891399918,lunaragrochemicals@gmail.com
MARUTHI IMPEX,CHILLIES            ,D,M1798,"NEW No. 3 / OLD No. 4SRENEVASS ,KUMBAKONAM ,TAMIL NADU  Pin:612001",9360641294,kmu.maruthiimpex@gmail.com
FARTHEST EXPORT PRIVATE LIMITED,CHILLIES            ,D,F336,"NO.10A, GANAPATHY STREET,VASANTHAM NAGAR, AVADI ,CHENNAI ,TAMIL NADU  Pin:600 071",9962030353,farthestexport@gmail.com
FAB GROUP INDIA,CHILLIES            ,D,F354,"OLD NO 10.C, PLOT NO.16IST FLOOR, 2ND MAIN ROAD ,VELACHERY, CHENNAI ,TAMIL NADU  Pin:600042",8113800800,thaizeeraran@yahoo.com
DIMPLE TRADING COMPANY,CHILLIES            ,D,D766,"OFFICE NO.20, 4TH FLOORDHEERAJ HERITAGE ,MUMBAI ,MAHARASHTRA  Pin:400054",9820032536,dimpletc@gmail.com
MOHINI FINE FOODS PVT. LTD,CHILLIES             FENUGREEK            TAMARIND             CURRY POWDER        ,D,M932,"101, BLDG NO.8, ARIHANT COMPOUNDKOPAR, THANE BHIWANDI RD., ,THANE ,MAHARASHTRA  Pin:421 302",9820431926,info@mohinifoods.com
BAWA MASALA COMPANY PRIVATE LIMITED,CHILLIES             FENUGREEK            CURRY POWDER        ,D,B471,"G-42LAWRENCE ROAD INDUSTRIAL AREA ,DELHI ,DELHI  Pin:110 035",9811170050,bmcpvt1234@gmail.com
H.C. &#38 COMPANY,CHILLIES             CUMIN               ,D,H452,"F-15 ,RAJKOT ,GUJARAT  Pin:360003",9376725149,sales@swastikinternational.biz
SANGHAR EXPORTS,CHILLIES            ,D,S1301,"732/A1ST FLOOR, LEELA CHAMBERS ,PUNE ,MAHARASHTRA  Pin:411037",9890360835,arti.bhagde@sanghargroup.com
FRUMAR  MARKETING  PRIVATE LIMITED,CHILLIES            ,D,F167,"PNO-241-C1ST FLOOR, NR VAJRAS SREE NIVASAM ,KONDAPUR, HYDERABAD ,TELANGANA  Pin:500084",9848895566,frumar999@gmail.com
VLC Spices,CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               OTHER SEEDS          CURRY POWDER        ,D,V990,"31SHIVA ESTATE ,BANDRA WEST, MUMBAI ,MAHARASHTRA  Pin:400050",9820017353,info@vlcspices.com
NATHUBHAI COOVERJI &#38 SONS,CHILLIES             TURMERIC             CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,D,N088,"417VASANT NIVAS , 3 RD FLOOR ,MATUNGA (C.R.), MUMBAI ,MAHARASHTRA  Pin:400 019",9833223669,ncsons@gmail.com
